gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,seed_exposure,n_seed_up2,betweenness,fast_forward_share,fast_transit_share,same_day_transit_share_upper_bound,sync_in_days,sync_max_payers,transit_observation_complete_share,repeated_route_count,likely_true_terminal,terminal_unknown,transit_seed_caveat,depth,is_seed,truncated_by_depth
100000002744581100,peripheral,0.2,10,0.2753,"Разовый получатель: 12 тыс ₸ от 1, дальше не переводил",1,0,12000.0,0.0,1,0,0.00032495771137883774,0.0,2.020081926146045e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000002748040100,peripheral,0.3,7,0.1271,4-е колено: обход остановился здесь (исходящие не выгружались); получил 18 тыс ₸ от 1,1,0,18000.0,0.0,1,0,0.0002923072164548583,0.0,2.299372790894837e-08,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002748180100,peripheral,0.2,9,0.5306,"Признаков роли нет: вход 1 (10 тыс ₸), выход 8 (680 тыс ₸)",1,8,9900.0,679743.0,1,9,0.0002872122492498478,68.66090909090909,3.2651731622489164e-05,1,8.52031460964476e-06,0.26480596343029644,0.0,1.0,0,1,1.0,0,False,False,False,1,False,False
100000002748511100,peripheral,0.3,4,0.2172,4-е колено: обход остановился здесь (исходящие не выгружались); получил 20 тыс ₸ от 1,1,0,20000.0,0.0,1,0,0.0005674892808776474,0.0,1.0739125454540102e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002748532100,peripheral,0.2,21,0.5263,"Признаков роли нет: вход 3 (356 тыс ₸), выход 2 (647 тыс ₸)",3,2,355575.0,646685.0,3,7,0.0003391055199443405,1.8187021022287844,3.0163146864105674e-05,1,3.110905566777272e-05,0.0,0.0,0.0,0,1,0.5089643535119173,0,False,False,False,2,False,False
100000002748581100,peripheral,0.2,14,0.1809,"Разовый получатель: 41 тыс ₸ от 1, дальше не переводил",1,0,41180.0,0.0,1,0,0.0002972088887992543,0.0,7.52818122554635e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002748761100,terminal,0.6,9,0.3901,Получил 797 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,796800.0,0.0,3,0,0.0003235223508172531,0.0,5.862285880527797e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002750332100,peripheral,0.2,2,0.2825,"Разовый получатель: 11 тыс ₸ от 1, дальше не переводил",1,0,11360.0,0.0,1,0,0.00028678928253129574,0.0,2.4245782886379215e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002750956100,peripheral,0.2,0,0.3793,"Разовый получатель: 47 тыс ₸ от 1, дальше не переводил",1,0,47416.0,0.0,1,0,0.00029446702151480483,0.0,5.92541785936106e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002752565100,peripheral,0.3,6,0.2703,4-е колено: обход остановился здесь (исходящие не выгружались); получил 57 тыс ₸ от 1,1,0,57000.0,0.0,1,0,0.00033823599365261585,0.0,1.0623186240399746e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002753146100,terminal,0.6,9,0.3907,Получил 804 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,803540.0,0.0,3,0,0.00032384338947373374,0.0,5.911873991515192e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002755292100,terminal,0.6,5,0.3918,Получил 203 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,203400.0,0.0,1,0,0.0002921613202239594,0.0,1.9575531806750184e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002757240100,peripheral,0.2,3,0.3633,"Разовый получатель: 51 тыс ₸ от 1, дальше не переводил",1,0,51183.0,0.0,1,0,0.00031684650947480416,0.0,3.106706681643119e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000002757791100,peripheral,0.2,8,0.3012,"Разовый получатель: 73 тыс ₸ от 1, дальше не переводил",1,0,73050.0,0.0,1,0,0.0003110385580772536,0.0,2.4832005911754044e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002757797100,peripheral,0.2,12,0.4512,"Разовый получатель: 100 тыс ₸ от 1, дальше не переводил",1,0,100000.0,0.0,1,0,0.00030216479959665387,0.0,0.000329815470934234,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002760175100,terminal,0.6,11,0.5264,Получил 187 тыс ₸ от 1 плательщиков и не переводил дальше (колено 1 — обход продолжался бы),1,0,187410.0,0.0,1,0,0.00031399380182834,0.0,0.0002881115966155634,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002762076100,peripheral,0.2,10,0.5162,"Признаков роли нет: вход 2 (140 тыс ₸), выход 1 (30 тыс ₸)",2,1,140350.0,30000.0,2,1,0.00029914566971164536,0.21375133594584966,0.000269813939069229,2,3.962937027741748e-07,0.0,0.0,0.0,0,1,1.0,0,False,False,False,1,False,False
100000002769809100,peripheral,0.2,17,0.3013,"Разовый получатель: 113 тыс ₸ от 1, дальше не переводил",1,0,113422.0,0.0,1,0,0.00037774425946329753,0.0,1.2221563372636547e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002773323100,peripheral,0.2,2,0.4102,"Признаков роли нет: вход 2 (285 тыс ₸), выход 1 (1.2 млн ₸)",2,1,285000.0,1171644.0,2,2,0.00032549778860022544,4.111031578947369,5.519054044926105e-07,0,2.139985994980544e-05,0.0,0.0,0.0,0,2,1.0,0,False,False,False,3,False,False
100000002774456100,peripheral,0.2,11,0.3936,"Разовый получатель: 50 тыс ₸ от 1, дальше не переводил",1,0,50363.0,0.0,1,0,0.00029320785927153167,0.0,7.74247070078951e-05,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002778085100,peripheral,0.2,4,0.3779,"Разовый получатель: 66 тыс ₸ от 1, дальше не переводил",1,0,66208.0,0.0,1,0,0.0002926878495051835,0.0,3.44824264143903e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002779485100,peripheral,0.2,6,0.4159,"Разовый получатель: 91 тыс ₸ от 1, дальше не переводил",1,0,91000.0,0.0,2,0,0.0005469132844919467,0.0,7.350736723844084e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000002781227100,transit,1.0,63,0.8286,Отдаёт дальше 111% полученного (191 тыс ₸ → 212 тыс ₸); 81% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),2,3,191167.62,212420.0,8,10,0.0023265921896669563,1.1111714421092862,0.014618219047208631,1,0.00013295653728073565,0.8116938141417945,0.22057930103434883,0.22057930103434883,0,1,1.0,0,False,False,False,1,False,False
100000002784085100,terminal,0.6,2,0.5362,Получил 200 тыс ₸ от 1 плательщиков и не переводил дальше (колено 1 — обход продолжался бы),1,0,200000.0,0.0,1,0,0.0003070479617173764,0.0,0.0004268623747601975,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002791494100,peripheral,0.3,7,0.2253,4-е колено: обход остановился здесь (исходящие не выгружались); получил 86 тыс ₸ от 1,1,0,85860.0,0.0,1,0,0.00031770918329048745,0.0,1.096800821256837e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002793851100,peripheral,0.2,4,0.2373,"Разовый получатель: 11 тыс ₸ от 1, дальше не переводил",1,0,11052.0,0.0,1,0,0.0002867575837448675,0.0,5.756098609410368e-06,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002793881100,terminal,0.8,2,0.5315,Получил 786 тыс ₸ от 3 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),3,0,785600.0,0.0,3,0,0.0003750831470797382,0.0,1.7114469811520283e-05,0,0.0,,0.0,0.0,1,3,0.0,0,True,False,False,3,False,False
100000002794197100,peripheral,0.2,10,0.3416,"Разовый получатель: 30 тыс ₸ от 1, дальше не переводил",1,0,30100.0,0.0,1,0,0.0002872952956036898,0.0,3.430217682892662e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002794374100,peripheral,0.3,48,0.2153,4-е колено: обход остановился здесь (исходящие не выгружались); получил 111 тыс ₸ от 1,1,0,111000.0,0.0,1,0,0.0003637625168388325,0.0,2.6588840385661065e-08,0,0.0,,0.0,0.0,0,1,0.0,0,False,True,False,4,False,True
100000002796853100,transit,0.75,63,0.7055,Отдаёт дальше 23% полученного (199 тыс ₸ → 46 тыс ₸); 89% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),1,1,199000.0,46167.62,8,5,0.002113598432710708,0.23199809045226133,0.011747729422440874,1,0.0,0.8916989872988904,0.10636994974874371,0.20687246231155781,0,1,1.0,0,False,False,False,2,False,False
100000002799941100,terminal,0.6,17,0.4427,Получил 600 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,600000.0,0.0,1,0,0.0003881784929365065,0.0,4.023800412052309e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002807334100,peripheral,0.2,5,0.2423,"Разовый получатель: 55 тыс ₸ от 1, дальше не переводил",1,0,54715.0,0.0,1,0,0.00028734256217675437,0.0,5.265856552636857e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002809568100,peripheral,0.2,0,0.2545,"Разовый получатель: 10 тыс ₸ от 1, дальше не переводил",1,0,10000.0,0.0,1,0,0.0002874458184490932,0.0,1.2496663276870802e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002809896100,peripheral,0.2,7,0.2242,"Разовый получатель: 38 тыс ₸ от 1, дальше не переводил",1,0,38000.0,0.0,1,0,0.0002997274196422279,0.0,5.640812529353832e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002810870100,peripheral,0.2,1,0.3576,"Разовый получатель: 34 тыс ₸ от 1, дальше не переводил",1,0,33677.0,0.0,1,0,0.00029263770204239665,0.0,5.001672834340991e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002812641100,transit,1.0,2,0.6053,Отдаёт дальше 70% полученного (10 тыс ₸ → 7 тыс ₸); 100% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),1,1,10000.0,7023.95,1,1,0.0020638538513460323,0.702395,0.0022215492985647317,2,0.0,1.0,0.702395,0.702395,0,1,1.0,0,False,False,False,2,False,False
100000002815005100,terminal,0.6,2,0.4976,Получил 476 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,476500.0,0.0,1,0,0.00031901272651967556,0.0,2.9756322133378573e-05,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002818726100,peripheral,0.2,13,0.1267,"Разовый получатель: 11 тыс ₸ от 1, дальше не переводил",1,0,10879.0,0.0,1,0,0.0002895964508153981,0.0,8.839343105136607e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002820010100,peripheral,0.2,8,0.3115,"Разовый получатель: 30 тыс ₸ от 1, дальше не переводил",1,0,30000.0,0.0,1,0,0.00029125521728309953,0.0,1.639096126653022e-05,1,0.0,,0.0,0.0,0,1,0.0,0,True,False,False,2,False,False
100000002821425100,terminal,0.6,9,0.3333,Получил 275 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,275000.0,0.0,1,0,0.00029866805245648467,0.0,2.023253786577741e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002822472100,terminal,0.7,9,0.3489,Получил 267 тыс ₸ от 2 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),2,0,266722.0,0.0,2,0,0.00031223557685989975,0.0,2.6113046554578483e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002824176100,peripheral,0.2,8,0.4728,"Разовый получатель: 144 тыс ₸ от 1, дальше не переводил",1,0,144000.0,0.0,1,0,0.0003385981575005863,0.0,0.0009567706300507386,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002826669100,peripheral,0.2,0,0.4493,"Разовый получатель: 160 тыс ₸ от 1, дальше не переводил",1,0,159900.0,0.0,4,0,0.0004762394546257399,0.0,0.00012071883377074676,1,0.0,,0.0,0.0,0,1,1.0,1,True,False,False,2,False,False
100000002830055100,peripheral,0.2,1,0.2798,"Разовый получатель: 14 тыс ₸ от 1, дальше не переводил",1,0,14000.0,0.0,1,0,0.0002885077302285591,0.0,2.079265364515066e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002831727100,peripheral,0.2,17,0.3532,"Признаков роли нет: вход 1 (6 тыс ₸), выход 1 (77 тыс ₸)",1,1,6000.0,77000.0,1,3,0.0002907462180152881,12.833333333333334,5.232759571638251e-07,1,1.922024458454748e-05,0.12987012987012986,1.0,1.0,0,1,1.0,0,False,False,False,2,False,False
100000002832753100,peripheral,0.3,15,0.2446,4-е колено: обход остановился здесь (исходящие не выгружались); получил 12 тыс ₸ от 1,1,0,12500.0,0.0,1,0,0.0007555331214190867,0.0,6.106955231184342e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002835874100,peripheral,0.3,2,0.2412,4-е колено: обход остановился здесь (исходящие не выгружались); получил 59 тыс ₸ от 1,1,0,58700.0,0.0,1,0,0.00029329173220691884,0.0,3.972069708810202e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002836052100,peripheral,0.2,3,0.2854,"Разовый получатель: 15 тыс ₸ от 1, дальше не переводил",1,0,15000.0,0.0,1,0,0.0003056660501463524,0.0,2.2158903083936388e-05,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000002836736100,terminal,0.7,8,0.581,Получил 509 тыс ₸ от 2 плательщиков и не переводил дальше (колено 1 — обход продолжался бы),2,0,509000.0,0.0,2,0,0.00045179005468890573,0.0,0.000965972699178939,2,0.0,,0.0,0.0,0,2,1.0,0,True,False,False,1,False,False
100000002838519100,peripheral,0.2,14,0.1896,"Разовый получатель: 47 тыс ₸ от 1, дальше не переводил",1,0,46900.0,0.0,1,0,0.0002988256561865499,0.0,8.573863513310438e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002838861100,consolidator,0.5,2,0.7249,"Сбор от 5 разных плательщиков (555 тыс ₸; порог ≥5), отдаёт дальше 2%",5,1,554523.95,10000.0,5,1,0.002119918647260691,0.018033486200190272,0.0025794154552590725,2,1.9418391435934565e-05,0.0,0.0,0.0,0,2,1.0,0,False,False,False,1,False,False
100000002842321100,peripheral,0.2,5,0.3205,"Разовый получатель: 160 тыс ₸ от 1, дальше не переводил",1,0,160000.0,0.0,1,0,0.00029075476206914423,0.0,1.5398648422222371e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002842337100,peripheral,0.2,10,0.3511,"Разовый получатель: 50 тыс ₸ от 1, дальше не переводил",1,0,50000.0,0.0,1,0,0.0003666617032550871,0.0,2.4375601863807286e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000002844652100,peripheral,0.2,10,0.4001,"Разовый получатель: 61 тыс ₸ от 1, дальше не переводил",1,0,61360.0,0.0,1,0,0.0002890878139870397,0.0,6.992629801405108e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002844897100,peripheral,0.2,2,0.2782,"Разовый получатель: 11 тыс ₸ от 1, дальше не переводил",1,0,10800.0,0.0,1,0,0.00028672914226229553,0.0,2.3050568237050663e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002845605100,peripheral,0.2,0,0.3985,"Разовый получатель: 58 тыс ₸ от 1, дальше не переводил",1,0,57567.0,0.0,1,0,0.00029637188126250733,0.0,7.193954148596215e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002847207100,peripheral,0.2,3,0.3628,"Разовый получатель: 46 тыс ₸ от 1, дальше не переводил",1,0,46243.0,0.0,1,0,0.0002948288276237539,0.0,3.898954852779124e-05,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002849158100,peripheral,0.2,2,0.5681,"Признаков роли нет: вход 3 (723 тыс ₸), выход 1 (1.3 млн ₸)",3,1,723000.0,1313000.0,3,3,0.00033624556849174277,1.8160442600276625,1.831926305689849e-05,0,2.2786887909515052e-05,0.5506473724295506,0.0,1.0,1,3,0.0,0,False,False,False,3,False,False
100000002852402100,peripheral,0.2,15,0.3066,"Разовый получатель: 55 тыс ₸ от 1, дальше не переводил",1,0,55000.0,0.0,1,0,0.00032701738322827895,0.0,4.5814806309579895e-06,1,0.0,,0.0,0.0,0,1,0.0,0,True,False,False,2,False,False
100000002858835100,peripheral,0.2,1,0.3298,"Разовый получатель: 24 тыс ₸ от 1, дальше не переводил",1,0,24400.0,0.0,1,0,0.0002906905684083584,0.0,3.6238624924405444e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002860934100,peripheral,0.3,28,0.3275,4-е колено: обход остановился здесь (исходящие не выгружались); получил 280 тыс ₸ от 1,1,0,279500.0,0.0,4,0,0.0005814420132554212,0.0,9.756570221704613e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002861485100,peripheral,0.2,4,0.3072,"Разовый получатель: 29 тыс ₸ от 1, дальше не переводил",1,0,29323.0,0.0,1,0,0.00028872204610085294,0.0,1.527199416610027e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002862113100,peripheral,0.2,14,0.1914,"Разовый получатель: 47 тыс ₸ от 1, дальше не переводил",1,0,47405.0,0.0,2,0,0.00029896839526532333,0.0,8.66618336563926e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002863356100,peripheral,0.2,1,0.311,"Признаков роли нет: вход 1 (45 тыс ₸), выход 1 (20 тыс ₸)",1,1,45000.0,20000.0,1,1,0.0003008529731942847,0.4444444444444444,1.0412485326873672e-06,1,1.387027959709612e-06,0.0,0.0,0.0,0,1,1.0,0,False,False,False,2,False,False
100000002864256100,peripheral,0.2,3,0.441,"Разовый получатель: 136 тыс ₸ от 1, дальше не переводил",1,0,135780.0,0.0,1,0,0.0003127573971935152,0.0,0.00011448221134233277,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002864680100,peripheral,0.2,12,0.4177,"Разовый получатель: 56 тыс ₸ от 1, дальше не переводил",1,0,55932.0,0.0,1,0,0.00029485149228607616,0.0,0.00018447238920293575,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002870463100,transit,0.75,8,0.7477,Отдаёт дальше 5% полученного (207 тыс ₸ → 10 тыс ₸); 100% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),3,1,207000.0,10000.0,4,1,0.0019299755548282868,0.04830917874396135,0.0002133911011299226,1,1.9418391435934565e-05,1.0,0.0,0.04830917874396135,0,1,0.7584541062801933,0,False,False,False,2,False,False
100000002870937100,peripheral,0.2,10,0.4178,"Разовый получатель: 84 тыс ₸ от 1, дальше не переводил",1,0,83700.0,0.0,1,0,0.0002903688396007325,0.0,9.538512294289562e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002871199100,peripheral,0.2,14,0.1447,"Разовый получатель: 23 тыс ₸ от 1, дальше не переводил",1,0,23186.0,0.0,1,0,0.00029212285516866057,0.0,4.238669497219953e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002872399100,terminal,0.6,10,0.5625,Получил 1.1 млн ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,1090000.0,0.0,9,0,0.0007057669186571367,0.0,0.00016223239126016774,0,0.0,,0.0,0.0,0,1,1.0,1,True,False,False,3,False,False
100000002876914100,peripheral,0.3,18,0.0875,4-е колено: обход остановился здесь (исходящие не выгружались); получил 12 тыс ₸ от 1,1,0,12000.0,0.0,1,0,0.00029199108961479553,0.0,7.587984447635883e-10,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002877262100,peripheral,0.2,2,0.2501,"Разовый получатель: 100 тыс ₸ от 1, дальше не переводил",1,0,100000.0,0.0,1,0,0.00029991776286086456,0.0,2.8128911522702407e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002878467100,terminal,0.7,2,0.4596,Получил 200 тыс ₸ от 2 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),2,0,200000.0,0.0,2,0,0.00031440364212176087,0.0,1.7694450311237294e-05,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002878483100,peripheral,0.3,18,0.0716,4-е колено: обход остановился здесь (исходящие не выгружались); получил 6 тыс ₸ от 1,1,0,6000.0,0.0,1,0,0.00028878019191604315,0.0,3.7939922238179414e-10,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002881669100,peripheral,0.2,12,0.3347,"Разовый получатель: 19 тыс ₸ от 1, дальше не переводил",1,0,18600.0,0.0,1,0,0.0002886560582178524,0.0,6.134567759376752e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002883402100,terminal,0.8,2,0.3975,Получил 300 тыс ₸ от 3 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),3,0,300000.0,0.0,3,0,0.0003006570717458922,0.0,8.083054784726312e-07,0,0.0,,0.0,0.0,0,1,0.5,0,True,False,False,3,False,False
100000002884708100,peripheral,0.3,2,0.3359,4-е колено: обход остановился здесь (исходящие не выгружались); получил 1.2 млн ₸ от 1,1,0,1171644.0,0.0,2,0,0.0005625754563953265,0.0,4.5658003932890905e-07,0,0.0,,0.0,0.0,0,1,0.0,0,False,True,False,4,False,True
100000002886166100,terminal,0.6,25,0.431,Получил 185 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,185000.0,0.0,3,0,0.0003245911501737051,0.0,1.098891038603111e-05,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002890167100,peripheral,0.2,4,0.4221,"Разовый получатель: 118 тыс ₸ от 1, дальше не переводил",1,0,118150.0,0.0,1,0,0.00029827255224146494,0.0,6.153483991149429e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000002891765100,peripheral,0.2,14,0.2058,"Разовый получатель: 56 тыс ₸ от 1, дальше не переводил",1,0,55576.0,0.0,1,0,0.0003012779418250422,0.0,1.0159936857478484e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002893020100,peripheral,0.2,7,0.1689,"Разовый получатель: 18 тыс ₸ от 1, дальше не переводил",1,0,18340.0,0.0,1,0,0.00029240245264606314,0.0,2.722434257588139e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002894076100,terminal,0.9,10,0.6391,Получил 1.1 млн ₸ от 4 плательщиков и не переводил дальше (колено 1 — обход продолжался бы),4,0,1122782.0,0.0,6,0,0.00038267994337591544,0.0,0.0009957857243116962,3,0.0,,0.0,0.0,1,3,1.0,0,True,False,False,1,False,False
100000002896506100,peripheral,0.3,5,0.2727,4-е колено: обход остановился здесь (исходящие не выгружались); получил 45 тыс ₸ от 1,1,0,45000.0,0.0,1,0,0.0003136296448083371,0.0,1.842921010928684e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002901457100,peripheral,0.2,0,0.5045,"Признаков роли нет: вход 1 (340 тыс ₸), выход 3 (119 тыс ₸)",1,3,340000.0,119000.0,1,3,0.00037426561132708236,0.35,2.2808091777719748e-05,0,7.569209722986739e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000002904919100,peripheral,0.2,0,0.3073,"Признаков роли нет: вход 1 (60 тыс ₸), выход 1 (6 тыс ₸)",1,1,60325.0,5500.0,1,1,0.00029091905114297305,0.09117281392457521,4.045165160344588e-07,0,1.922024458454748e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000002906470100,peripheral,0.2,17,0.2929,"Разовый получатель: 130 тыс ₸ от 1, дальше не переводил",1,0,130000.0,0.0,1,0,0.00030780128727312094,0.0,8.718234226113335e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002908521100,peripheral,0.2,1,0.172,"Разовый получатель: 44 тыс ₸ от 1, дальше не переводил",1,0,44500.0,0.0,1,0,0.00029251475539092793,0.0,3.385238700311889e-08,0,0.0,,0.0,0.0,0,1,0.0,0,True,False,False,3,False,False
100000002911170100,terminal,0.6,30,0.365,Получил 300 тыс ₸ от 1 плательщиков и не переводил дальше (колено 2 — обход продолжался бы),1,0,300000.0,0.0,2,0,0.00032304938435236,0.0,5.650052369425611e-07,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000002913340100,peripheral,0.2,1,0.1307,"Разовый получатель: 24 тыс ₸ от 1, дальше не переводил",1,0,23600.0,0.0,1,0,0.00028925272980600625,0.0,1.795317602862036e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002914245100,peripheral,0.2,20,0.3665,"Разовый получатель: 141 тыс ₸ от 1, дальше не переводил",1,0,140611.0,0.0,1,0,0.00029558398554384,0.0,1.1213234111840412e-05,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002916006100,peripheral,0.2,19,0.4199,"Признаков роли нет: вход 0 (0 тыс ₸), выход 1 (32 тыс ₸) (seed: входящие занижены выгрузкой)",0,1,0.0,32000.0,0,1,0.0002855692942172909,,0.005679338605325055,0,0.0,0.0,0.0,0.0,0,0,0.0,0,False,False,True,0,True,False
100000002921047100,transit,0.75,10,0.7417,Отдаёт дальше 48% полученного (338 тыс ₸ → 163 тыс ₸); 100% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),2,1,338000.0,163000.02,2,1,0.00031704809387447845,0.48224857988165676,0.00020053423740081742,1,2.159800680119253e-05,1.0,0.0,0.4822485207100592,0,1,1.0,0,False,False,False,1,False,False
100000002922000100,peripheral,0.3,45,0.3207,4-е колено: обход остановился здесь (исходящие не выгружались); получил 448 тыс ₸ от 1,1,0,448000.0,0.0,1,0,0.0004597224521428434,0.0,5.217141308442515e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000002926970100,peripheral,0.2,7,0.2884,"Разовый получатель: 85 тыс ₸ от 1, дальше не переводил",1,0,85000.0,0.0,1,0,0.0003172387852993868,0.0,1.2617606973554624e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000002933386100,peripheral,0.2,3,0.3589,"Признаков роли нет: вход 1 (15 тыс ₸), выход 1 (58 тыс ₸)",1,1,15000.0,58000.0,1,1,0.000652782324912921,3.8666666666666667,1.902963761604475e-06,0,2.0012831990095827e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000002934441100,terminal,0.7,0,0.4488,Получил 61 тыс ₸ от 2 плательщиков и не переводил дальше (колено 1 — обход продолжался бы),2,0,60845.6,0.0,2,0,0.00030248130107500554,0.0,4.5123741390173505e-05,1,0.0,,0.0,0.0,0,2,1.0,0,True,False,False,1,False,False
